name;location;price_range_min;price_range_max;room_with_open_air_bath;rental_open_air_tubs;rental_indoor_tubs;rental_both_indoor_outdoor_tubs;tripadvisor_rating;tags;description;transportation;lat;lon;url
Bessho Sasa;6283 Kamiyoshida, Fujiyoshida-shi, Yamanashi, Japan;56100;72100;1;False;False;False;4.2;"['Rooms with private open-air baths', '""No. 1"" ryokan in Japan', 'All rooms have open-air hot spring', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mt. Fuji view', 'Tokyo suburbs', 'Yamanashi', 'Mt. Fuji Lake Kawaguchiko Onsen']";Book Bessho Sasa in Mt. Fuji Lake Kawaguchi Onsen (Yamanashi) All rooms come with open-air baths that command a view of Mount Fuji. The unobstructed view of Mount Fuji from the public bath is also stunning. Enjoy a private-use hot spring bath and large public baths at the other building (Hotel Kaneyamaen).;(1) One hour 40 minutes by bus from Shinjuku Expressway Bus Terminal (Busta Shinjuku) to Mt. Fuji (Fujisan) Station, then 10 minutes by shuttle bus from there (2) One hour by JR Limited Express from Shinjuku Station to Otsuki Station, then 45 minutes by Fujisan Express to Mt. Fuji (Fujisan) Station, and 10-min shuttle bus ride from there Book tickets here: Tokyo Station > Kawaguchiko Station Book bus tickets (Return trip) Akihabara Station > Kawaguchiko Station Book bus tickets (Return trip) Narita Airport 1, 2, 3 > Kawaguchiko Station Book bus tickets (Return trip) The required times may slightly vary depending on the time of day. | (1) One hour 40 minutes by bus from Shinjuku Expressway Bus Terminal (Busta Shinjuku) to Mt. Fuji (Fujisan) Station, then 10 minutes by shuttle bus from there | (2) One hour by JR Limited Express from Shinjuku Station to Otsuki Station, then 45 minutes by Fujisan Express to Mt. Fuji (Fujisan) Station, and 10-min shuttle bus ride from there;35.4719009;138.7919424;https://selected-ryokan.com/ryokan/bessho-sasa_mtfuji-lake-kawaguchi_yamanashi_tokyo-suburbs.html
Hidatei Hanaougi;411-1 Honobu-machi, Takayama-shi, Gifu, Japan;26300;68200;25;True;False;False;4.6;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Nagoya Chubu & Hokuriku Region', 'Gifu', 'Hida Takayama Onsen'];Book Hidatei Hanaougi in Hida Takayama Onsen (Gifu) The hot spring water helps beautify the skin with an very thick spring quality. Relax in an establishment made with natural wood.;(1) Two hours 30 minute by JR Limited Express from Nagoya Station to Takayama Station, then 10 minute by shuttle bus (Advance booking required) (2) Two hours 50 minute by bus from Nagoya Meitetsu Bus Center to Takayama Nohi Bus Center, then 10 minute by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 30 minute by JR Limited Express from Nagoya Station to Takayama Station, then 10 minute by shuttle bus (Advance booking required) | (2) Two hours 50 minute by bus from Nagoya Meitetsu Bus Center to Takayama Nohi Bus Center, then 10 minute by shuttle bus (Advance booking required);36.161223988124;137.249690721393;https://selected-ryokan.com/ryokan/hidatei-hanaougi_hida-takayama_gifu_nagoya-chubu-hokuriku.html
Nishimuraya Honkan;469 Yushima, Kinosaki-cho, Toyooka-shi, Hyogo, 669-6101 Japan;52800;141900;1;True;False;False;4.7;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Enjoy hot spring in snow', 'Traditional Japanese architecture', 'Japanese garden view', 'Osaka Kyoto Kansai Region', 'Hyogo', 'Kinosaki Onsen'];Book Nishimuraya Honkan in Kinosaki Onsen (Hyogo) This pure Japanese style hot spring ryokan boasts guest rooms looking out onto a beautiful Japanese garden. The only pure Japanese ryokan in this area. Hot spring with a 1,400 year history. The guests of this inn can also use the private-use hot spring baths in the affiliated building, Nishimuraya Hotel Shogetsutei.;(1) Two hours 40 minutes by JR Limited Express from Osaka Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required) (2) Two hours 30 minutes by JR Limited Express from Kyoto Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 40 minutes by JR Limited Express from Osaka Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required) | (2) Two hours 30 minutes by JR Limited Express from Kyoto Station to Kinosaki Onsen Station, then 5 minutes by shuttle bus (or 15 minutes on foot) (Advance booking required);35.62541723979;134.805187785442;https://selected-ryokan.com/ryokan/nishimuraya-honkan_kinosaki_hyogo_kansai.html
Otani Sanso;2208 Fukagawayumoto, Nagato-shi, Yamaguchi, 759-4103 Japan;29700;77300;21;False;False;False;4.5;['Rooms with private open-air baths', 'Mountain view', 'Hiroshima Chugoku Region', 'Yamaguchi', 'Nagatoyumoto Onsen', 'Yamaguchi (Yamaguchi Ube Airport)'];Book Otani Sanso in Nagatoyumoto Onsen (Yamaguchi) In addition to an absolutely incredible hot spring, this hot spring ryokan stimulates the imagination with features like the star watching dome and gallery.;(1) 30 minutes by bus from Yamaguchi Ube Airport to Shin-Yamaguchi Station, (2) 35 minutes by JR Shinkansen from Hakata Station to Shin-Yamaguchi Station, or (3) two hours by JR Shinkansen from Shin-Osaka Station to Shin-Yamaguchi Station, then one hour 5 minutes by share-ride taxi to Nagato-Yumoto Station and 5-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 30 minutes by bus from Yamaguchi Ube Airport to Shin-Yamaguchi Station, (2) 35 minutes by JR Shinkansen from Hakata Station to Shin-Yamaguchi Station, or (3) two hours by JR Shinkansen from Shin-Osaka Station to Shin-Yamaguchi Station, then one hour 5 minutes by share-ride taxi to Nagato-Yumoto Station and 5-min shuttle bus ride from there (Advance booking required);34.326038516278;131.175425737712;https://selected-ryokan.com/ryokan/otanisanso_nagatoyumoto_yamaguchi_chugoku.html
Asan Kotonami;1 Katsuura, Mannou-cho, Nakatado-gun, Kagawa, Japan;21100;63800;11;True;False;False;4.1;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'Mountain view', 'Shikoku Region', 'Kagawa', 'Konpira Onsen', 'Kagawa (Takamatsu Airport)'];Book Asan Kotonami in Konpira Onsen (Kagawa) An inn with twenty-eight rooms where you can enjoy viewing a natural landscape. A beautiful view of the mountains from the rooms. There are two types of rooms 1. Satoyama Hut: all rooms are secluded accommodations with terraces located in a garden, and 2. Main building: mainly traditional Japanese rooms (washitsu) and some rooms have attached open-air baths.;(1) 30 minutes by taxi from Takamatsu Airport (2) 50 minutes by bus from Takamatsu Airport to Kotohira Station, then 30 minutes by shuttle bus (Advance booking required) (3) 50 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then one hour by JR Limited Express to Kotohira Station and 30-min shuttle ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 30 minutes by taxi from Takamatsu Airport | (2) 50 minutes by bus from Takamatsu Airport to Kotohira Station, then 30 minutes by shuttle bus (Advance booking required) | (3) 50 minutes by JR Shinkansen from Shin-Osaka Station to Okayama Station, then one hour by JR Limited Express to Kotohira Station and 30-min shuttle ride from there (Advance booking required);34.096036;133.9774561;https://selected-ryokan.com/ryokan/asan-kotonami_konpira_kagawa_shikoku.html
AMANE RESORT SEIKAI (Shiosai no Yado Seikai);6-24 Shoningahama-cho, Beppu-shi, Oita, Japan;30800;120500;1;False;False;False;4.5;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Sea view', 'Kyushu & Okinawa Region', 'Oita', 'Beppu Onsen', 'Kokura (Kitakyushu Airport)', 'Oita (Oita Airport)'];Book AMANE RESORT SEIKAI (Shiosai no Yado Seikai) in Beppu Onsen (Oita) All rooms come with open-air baths that command a view of the ocean. There is a scenic open-air hot spring bath facing the ocean.;(1) 45 minutes by bus from Oita Airport to Kankokou Port, then 5 minutes by taxi (2) One hour 50 minutes by bus from Fukuoka Airport to Oudandoro Kankokou iriguchi, then 5 minutes by taxi (3) Two hours by JR Limited Express from Hakata Station to Beppu Station, then 15 minutes by taxi (4) 20 minutes by bus from Kitakyushu Airport to Kusami Station, 10 minutes by JR Nippo Main Line from Kusami Station to Yukuhashi Station, then one hour by JR Limited Express to Beppu Station and 15-min taxi ride from there The required times may slightly vary depending on the time of day. | (1) 45 minutes by bus from Oita Airport to Kankokou Port, then 5 minutes by taxi | (2) One hour 50 minutes by bus from Fukuoka Airport to Oudandoro Kankokou iriguchi, then 5 minutes by taxi | (3) Two hours by JR Limited Express from Hakata Station to Beppu Station, then 15 minutes by taxi | (4) 20 minutes by bus from Kitakyushu Airport to Kusami Station, 10 minutes by JR Nippo Main Line from Kusami Station to Yukuhashi Station, then one hour by JR Limited Express to Beppu Station and 15-min taxi ride from there;33.316885956245;131.50060368306;https://selected-ryokan.com/ryokan/shiosai-no-yado-seikai_beppu_oita_kyushu.html
Seijyakubow;6-1-19 Tokachigawa Onsen Minami, Otofuke-cho, Kato-gun, Hokkaido, Japan;40700;99000;1;False;False;False;4.8;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Hokkaido Region', 'Hokkaido', 'Tokachigawa Onsen', 'Tokachi (Obihiro Airport)'];Book Seijyakubow in Tokachigawa Onsen (Hokkaido) Constructed entirely on a single level along the banks of the Tokachi River, this ryokan immerses guests in an extraordinary Japanese setting. All 24 rooms are equipped with open-air baths featuring rare moor hot spring water. Both dinner and breakfast are Japanese-style meals prepared using local ingredients. Its an inn where one can unwind in a serene environment.;(1) 40 minutes by flat-rate taxi from Tokachi Obihiro Airport to Seijyakubow (Advance booking required) (2) Three hours 10 minutes by bus from New Chitose Airport to Tokachigawa Onsen Minami, then 3 minutes on foot (Advance booking required) (3) 3 min by JR Chitose Line from New Chitose Airport to Minami-Chitose Station, two hours 15 minutes by JR Limited Express from Minami-Chitose Station to Obihiro Station, then 30 minutes by bus to Tokachigawa Onsen Minami, and 3-min walk from there (4) Two hours 45 minutes by JR Limited Express from Sapporo Station to Obihiro Station, then 30 minutes by bus to Tokachigawa Onsen Minami, and 3-min walk from there The required times may slightly vary depending on the time of day. | (1) 40 minutes by flat-rate taxi from Tokachi Obihiro Airport to Seijyakubow (Advance booking required) | (2) Three hours 10 minutes by bus from New Chitose Airport to Tokachigawa Onsen Minami, then 3 minutes on foot (Advance booking required) | (3) 3 min by JR Chitose Line from New Chitose Airport to Minami-Chitose Station, two hours 15 minutes by JR Limited Express from Minami-Chitose Station to Obihiro Station, then 30 minutes by bus to Tokachigawa Onsen Minami, and 3-min walk from there | (4) Two hours 45 minutes by JR Limited Express from Sapporo Station to Obihiro Station, then 30 minutes by bus to Tokachigawa Onsen Minami, and 3-min walk from there;42.92897319;143.31260574;https://selected-ryokan.com/ryokan/seijakubo_tokachigawa-onsen_hokkaido.html
Yamanokami Onsen Bessho Seiryukan;66 Nakano, Kutashizawa, Hanamaki-shi, Iwate, Japan;31900;77000;1;False;False;False;5.0;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Enjoy hot spring in snow', 'Tohoku Region', 'Iwate', 'Hanamaki Onsen', 'Hanamaki (Iwate Hanamaki Airport)'];Book Yamanokami Onsen Bessho Seiryukan in Hanamaki Onsen (Iwate) Nestled in nature and surrounded by rivers and mountains, this ryokan features semi-open-air hot springs in every guest room. The ryokan is connected by a corridor to Yukaen, a day-use bath facility, Nagomi no Yu. Guests can also enjoy the expansive, gender-segregated, large open-air baths with forest views. Dinner consists of traditional Japanese kaiseki dining, featuring approximately 10 dishes, including beef and seasonal fish. Breakfast offers a selection of traditional Japanese dishes.;(1) 15 minutes by bus from Iwate Hanamaki Airport to Hanamaki Station, then 45 minutes by shuttle bus* to Yukaen (the main building of this inn) and 2-min shuttle bus ride from there (*Advance booking required) (2) Three hours 5 minutes by JR Tohoku Shinkansen from Tokyo Station to Shin-Hanamaki Station, or (3) 10 minutes by JR Tohoku Shinkansen from Morioka Station to Shin-Hanamaki Station, then 50 minutes by shuttle bus* to Yukaen (the main building of this inn) and 2-min shuttle bus ride from there (*Advance booking required) The required times may slightly vary depending on the time of day. | (1) 15 minutes by bus from Iwate Hanamaki Airport to Hanamaki Station, then 45 minutes by shuttle bus* to Yukaen (the main building of this inn) and 2-min shuttle bus ride from there (*Advance booking required) | (2) Three hours 5 minutes by JR Tohoku Shinkansen from Tokyo Station to Shin-Hanamaki Station, or (3) 10 minutes by JR Tohoku Shinkansen from Morioka Station to Shin-Hanamaki Station, then 50 minutes by shuttle bus* to Yukaen (the main building of this inn) and 2-min shuttle bus ride from there (*Advance booking required);39.45123412;141.00373032;https://selected-ryokan.com/ryokan/bessho-seiryukan_hanamaki-onsen_iwate_tohoku.html
Honjin Hiranoya Kachoan;1-34 Hon-machi, Takayama-shi, Gifu, Japan;28500;86900;1;False;False;False;4.6;['Rooms with private open-air baths', 'Enjoy hot spring in snow', 'Nagoya Chubu & Hokuriku Region', 'Gifu', 'Hida Takayama Onsen'];Book Honjin Hiranoya Kachoan in Hida Takayama Onsen (Gifu) Take in a view of the townscape below from rooms. Men can enjoy an open-air bath with a wonderful view while ladies can enjoy a hot spring bath in an old folk house. Three minutes by walk to an old townscape in Takayama.;(1) Two hours 30 minute by JR Limited Express from Nagoya Station to Takayama Station, then 3 minute by shuttle bus (or 10 minutes on foot) (Advance booking required) (2) Two hours 50 minute by bus from Nagoya Meitetsu Bus Center to Takayama Nohi Bus Center, then 3 minute by shuttle bus (or 10 minutes on foot) (Advance booking required) The required times may slightly vary depending on the time of day. | (1) Two hours 30 minute by JR Limited Express from Nagoya Station to Takayama Station, then 3 minute by shuttle bus (or 10 minutes on foot) (Advance booking required) | (2) Two hours 50 minute by bus from Nagoya Meitetsu Bus Center to Takayama Nohi Bus Center, then 3 minute by shuttle bus (or 10 minutes on foot) (Advance booking required);36.140447303718;137.258077402254;https://selected-ryokan.com/ryokan/honjin-hiranoya-kachoan_hida-takayama_gifu_nagoya-chubu-hokuriku.html
Yamamizuki Bettei Miyama Sansou;6393 Manganji, Minamioguni-machi, Aso-gun, Kumamoto, Japan;32100;48600;4;False;False;False;4.5;['Rooms with private open-air baths', 'All rooms have hot spring baths', 'Kyushu & Okinawa Region', 'Kumamoto', 'Aso-Kurokawa Onsen', 'Oita (Oita Airport)', 'Kumamoto (Kumamoto Airport)'];Book Yamamizuki Bettei Miyama Sansou in Kurokawa Onsen (Kumamoto) Located at a distance from the central hot spring town of Kurokawa Onsen, Miyama Sansou is built like an isolated village on the grounds of the historical Yamamizuki inn, enclosed by the nature. There are 16 guest rooms in eight detached buildings, and each room features a unique design and private onsen bath(s). Apart from the large public bath with open-air onsen, the hot spring at Yamamizuki, which is a sister facility of Miyama Sansou, is also available to guests here.;(1) Two hours 20 minutes by bus from Fukuoka Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) (2) Two hours by bus from Kumamoto Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) (3) One hour 30 minutes by taxi from Oita Airport The required times may slightly vary depending on the time of day. | (1) Two hours 20 minutes by bus from Fukuoka Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) | (2) Two hours by bus from Kumamoto Airport to Kurokawa Onsen Bus Station, then 5 minutes by shuttle bus (Advance booking required) | (3) One hour 30 minutes by taxi from Oita Airport;33.0802941;131.1462954;https://selected-ryokan.com/ryokan/yamamizuki-bettei-miyama-sansou_aso-kurokawa_kumamoto_kyushu.html
Yadoya Ohashi;1235 Kawakita, Yufuin-cho, Yufu-shi, Oita, Japan;29700;52100;1;False;False;False;4.8;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mountain view', 'Kyushu & Okinawa Region', 'Oita', 'Yufuin Onsen', 'Oita (Oita Airport)'];Book Yadoya Ohashi in Yufuin Onsen (Oita) All rooms are secluded accommodations located in a garden. All rooms include both open-air and indoor baths. An inn with fourteen rooms where you can enjoy viewing a natural landscape.;(1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by shuttle bus The required times may slightly vary depending on the time of day. | (1) 55 minutes by bus from Oita Airport to Yufuin Station, (2) one hour 40 minutes by bus from Fukuoka Airport to Yufuin Station, or (3) two hours 10 minutes by JR Limited Express from Hakata Station to Yufuin Station, then 5 minutes by shuttle bus;33.18001584;131.42673303;https://selected-ryokan.com/ryokan/yadoya-ohashi_yufuin_oita_kyushu.html
Kyoto Yunohana Resort Suisen, Kameoka Yunohana;6-3 Inoshiri, Hiedanocho-Ashinoyama, Kameoka-shi, Kyoto, Japan;40000;60000;1;True;False;False;4.7;['Rooms with private open-air baths', 'Rental hot spring baths for private use', 'All rooms have open-air hot spring', 'Osaka Kyoto Kansai Region', 'Kyoto', 'Kyoto Onsen'];Book Kyoto Yunohana Resort Suisen in Kyoto Kameoka Yunohana Onsen Although Suisen is easily accessible from the Kyoto Station by rail and bus within 40 minutes, it is a hidden ryokan surrounded by untouched nature. In addition to the gender-segregated large public baths (with open-air baths), a rental open-air rock bath for private use is also available. You can enjoy the beautiful natural scenery at all the 13 guest rooms, including a number of rooms equipped with open-air baths. Kyoto-style kaiseki meals catered at a private space are a feast for the eyes and the stomach, and a wide variety of carefully selected alcoholic drinks, coming from home and abroad, serve as a perfect match to Japanese food.;;35.020060769757;135.511638054397;https://selected-ryokan.com/ryokan/kyoto-yunohana-resort-suisen_kansai.html
Monjuso Shourotei;Monjudo-misaki Amanohashidate, Miyazu-shi, Kyoto 626-0001 Japan;59400;203100;1;False;False;False;4.8;['Rooms with private open-air baths', 'Traditional Japanese architecture', 'Sea view', 'Osaka Kyoto Kansai Region', 'Kyoto', 'Kyoto Amanohashidate Onsen'];Book Monjuso Shourotei in Kyoto Amanohashidate Onsen (Kyoto) This Japanese style hot spring ryokan is walking distance from Amanohashidate, one of the most popular Japanese sightseeing spots. With the Japanese garden looking out across the Sea of Japan and the expansive pine woodland of Amanohashidate, one of Japans three best scenic views, the panorama from this ryokan is absolutely incredible. All rooms open up onto the garden. Many authors have stayed here.;(1) Two hours 10 minutes by JR Limited Express from Kyoto Station to Amanohashidate Station, then 6 minutes on foot (2) One hour 35 minutes by JR Limited Express from Osaka Station to Fukuchiyama Station, then 40 minutes by Kyoto Tango Railway Limited Express to Amanohashidate Station and 6-min walk from there (3) Two hours 40 minutes by bus from Hankyu Highway Bus Osaka Umeda Terminal (Hankyu Sambangai) to Amanohashidate Station, then 6 minutes on foot The required times may slightly vary depending on the time of day. | (1) Two hours 10 minutes by JR Limited Express from Kyoto Station to Amanohashidate Station, then 6 minutes on foot | (2) One hour 35 minutes by JR Limited Express from Osaka Station to Fukuchiyama Station, then 40 minutes by Kyoto Tango Railway Limited Express to Amanohashidate Station and 6-min walk from there | (3) Two hours 40 minutes by bus from Hankyu Highway Bus Osaka Umeda Terminal (Hankyu Sambangai) to Amanohashidate Station, then 6 minutes on foot;35.55802097;135.18008445;https://selected-ryokan.com/ryokan/monjuso-shourotei_amanohashidate_kyoto_kansai.html
Hanamurasaki;1-Ho17-1, Yamanaka Onsen Higashi-machi, Kaga-shi, Ishikawa, 922-0114 Japan;49000;154500;1;False;False;False;4.7;['Rooms with private open-air baths', 'Enjoy hot spring in snow', 'Mountain view', 'Nagoya Chubu & Hokuriku Region', 'Ishikawa', 'Kaga Yamashiro-Yamanaka Onsen (Kanazawa)', 'Kanazawa (Komatsu Airport)'];Book Hanamurasaki in Kaga Yamanaka Onsen (Ishikawa) A small Japanese style garden is on display in the relaxing inner area. The open air bath with an amazing view of the ravine is popular.;(1) 30 minutes by bus from Komatsu Airport to Kaga Onsen Station, then 20 minutes by shuttle bus (Advance booking required) (2) One hours 20 minutes by JR Limited Express from Osaka Station to Tsuruga Station, then 40 minutes by JR Shinkansen to Kaga Onsen Station and 20-min shuttle bus ride from there (Advance booking required) (3) Three hours by JR Shinkansen from Tokyo Station to Kaga Onsen Station, then 20 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) 30 minutes by bus from Komatsu Airport to Kaga Onsen Station, then 20 minutes by shuttle bus (Advance booking required) | (2) One hours 20 minutes by JR Limited Express from Osaka Station to Tsuruga Station, then 40 minutes by JR Shinkansen to Kaga Onsen Station and 20-min shuttle bus ride from there (Advance booking required) | (3) Three hours by JR Shinkansen from Tokyo Station to Kaga Onsen Station, then 20 minutes by shuttle bus (Advance booking required);36.25035878;136.37708246;https://selected-ryokan.com/ryokan/hanamurasaki_kaga-yamashiro-yamanaka_kanazawa_ishikawa_chubu.html
Kinzan;1302-4, Arima-cho, Kita-ku, Kobe-shi, Hyogo, 651-1401 Japan;55000;190300;13;False;False;False;4.3;['Rooms with private open-air baths', 'Osaka Kyoto Kansai Region', 'Hyogo', 'Arima Onsen'];Book Kinzan in Arima Onsen (Hyogo) A luxury hot spring ryokan with ryotei (high-class traditional Japanese restaurants), where you can enjoy the quite atmosphere. Because the spring water is very rich in iron and changes to a brown color when it comes into contact with oxygen in the air, the spring color is brown.;(1) One hour 5 minutes by bus from Kansai International Airport to Kobe Sannomiya Bus Terminal, then 30 minutes by bus to Arima Onsen and 2-min shuttle bus ride (or 8 minutes on foot) from there (2) One hour by bus from Hankyu Highway Bus Osaka Umeda Terminal (Hankyu Sambangai) to Arima Onsen, then 2 minutes by shuttle bus (or 8 minutes on foot) (3) One hour 15 minutes by bus from Kyoto Station to Arima Onsen, then 2 minutes by shuttle bus (or 8 minutes on foot) (4) 10 minutes by Kobe Municipal Subway from Kobe Sannomiya Station to Tanigami Station, 10 minutes by Kobe Electric Railway from Tanigami Station to Arimaguchi Station, then 5 minutes by Kobe Electric Railway Arima Line to Arima Onsen Station and 3-min shuttle bus ride (or 6 minutes on foot) from there The required times may slightly vary depending on the time of day. | (1) One hour 5 minutes by bus from Kansai International Airport to Kobe Sannomiya Bus Terminal, then 30 minutes by bus to Arima Onsen and 2-min shuttle bus ride (or 8 minutes on foot) from there | (2) One hour by bus from Hankyu Highway Bus Osaka Umeda Terminal (Hankyu Sambangai) to Arima Onsen, then 2 minutes by shuttle bus (or 8 minutes on foot) | (3) One hour 15 minutes by bus from Kyoto Station to Arima Onsen, then 2 minutes by shuttle bus (or 8 minutes on foot) | (4) 10 minutes by Kobe Municipal Subway from Kobe Sannomiya Station to Tanigami Station, 10 minutes by Kobe Electric Railway from Tanigami Station to Arimaguchi Station, then 5 minutes by Kobe Electric Railway Arima Line to Arima Onsen Station and 3-min shuttle bus ride (or 6 minutes on foot) from there;34.7996114;135.2439261;https://selected-ryokan.com/ryokan/kinzan_arima_hyogo_kansai.html
Hakone Suishoen;519-9 Kowakudani, Hakonemachi, Ashigarashimo-gun, Kanagawa, Japan;46200;119900;1;False;False;False;4.3;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mountain view', 'Tokyo suburbs', 'Kanagawa', 'Hakone Onsen'];Book Hakone Suishoen in Hakone Onsen (Kanagawa) All twenty-three rooms come with open-air baths where you can enjoy fresh hot spring water straight from the source.;(1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 35 minutes by Hakone Tozan Railway to Kowakudani Station and 5-min shuttle bus ride from there (Advance booking required) (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 40 min by bus to Kowakien and 1-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 30 minutes by Odakyu Limited Express from Shinjuku Station to Hakone-Yumoto Station, then 35 minutes by Hakone Tozan Railway to Kowakudani Station and 5-min shuttle bus ride from there (Advance booking required) | (2) 35 minutes by JR Shinkansen from Tokyo Station to Odawara Station, then 40 min by bus to Kowakien and 1-min shuttle bus ride from there (Advance booking required);35.2437141;139.05004;https://selected-ryokan.com/ryokan/hakone-suishoen_kanagawa_tokyo-suburbs.html
Kokoro no resort umi no bettei Furukawa;289-3 Kojohama, Shiraoi-cho, Shiraoi-gun, Hokkaido, Japan;25900;56400;0;False;True;False;4.4;['Rental hot spring baths for private use', 'Sea view', 'Hokkaido Region', 'Hokkaido', 'Noboribetsu Onsen', 'Sapporo (New Chitose Airport)'];Book Kokoro no resort umi no bettei furukawa in Noboribetsu Onsen (Hokkaido) Accessible from the Noboribetsu Station by a 5-minute drive, it is an onsen ryokan with a spectacular view of the ocean, which is very rare in Noboribetsu. 28 guest rooms out of a total of 30 face the sea. Gender-segregated large public baths (with open-air baths) and rental baths outside the rooms for private use also offer stunning ocean scenery.;(1) One hour 5 minutes by bus from New Chitose Airport to Noboribetsu, then 10 minutes by shuttle bus (Advance booking required) (2) One hour 30 minutes by bus from Sapporo Station to Noboribetsu, then 10 minutes by shuttle bus (Advance booking required) (3) 3 minutes by JR Chitose Line from New Chitose Airport to Minami-Chitose Station, then 45 minutes by JR Limited Express to Noboribetsu Station and 10-min shuttle bus ride from there (Advance booking required) (4) One hour 15 minutes by JR Limited Express from Sapporo Station to Noboribetsu Station, then 10 minutes by shuttle bus (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 5 minutes by bus from New Chitose Airport to Noboribetsu, then 10 minutes by shuttle bus (Advance booking required) | (2) One hour 30 minutes by bus from Sapporo Station to Noboribetsu, then 10 minutes by shuttle bus (Advance booking required) | (3) 3 minutes by JR Chitose Line from New Chitose Airport to Minami-Chitose Station, then 45 minutes by JR Limited Express to Noboribetsu Station and 10-min shuttle bus ride from there (Advance booking required) | (4) One hour 15 minutes by JR Limited Express from Sapporo Station to Noboribetsu Station, then 10 minutes by shuttle bus (Advance booking required);42.483168;141.190769;https://selected-ryokan.com/ryokan/kokoro-no-resort-umi-no-bettei-furukawa_noboribetsu_hokkaido.html
Bettei Senjuan;614 Tanigawa, Minakami-cho, Tone-gun, Gunma, Japan;43700;76500;1;False;False;False;4.3;['Rooms with private open-air baths', 'All rooms have open-air hot spring', 'Enjoy hot spring in snow', 'Safe ryokans under the COVID-19 (coronavirus) pandemic', 'Mountain view', 'Tokyo suburbs', 'Gunma', 'Minakami-Tanigawa Onsen'];Book Bettei Senjuan in Tanigawa Onsen (Gunma) All rooms include open-air hot spring baths. In a beautiful and serene atmosphere located away from a hot springs resort. A small luxury inn, where guests can enjoy fantastic views of nature from the room terraces.;(1) One hour 10 minutes by JR Shinkansen from Tokyo Station to Jomo-Kogen Station, then 25 minutes by relay bus to Minakami Station and 10-min shuttle bus ride from there (Advance booking required) (2) 50 minutes by JR Shinkansen from Tokyo Station to Takasaki Station, then one hour 10 minutes by JR Joetsu Line to Minakami Station and 10-min shuttle bus ride from there (Advance booking required) The required times may slightly vary depending on the time of day. | (1) One hour 10 minutes by JR Shinkansen from Tokyo Station to Jomo-Kogen Station, then 25 minutes by relay bus to Minakami Station and 10-min shuttle bus ride from there (Advance booking required) | (2) 50 minutes by JR Shinkansen from Tokyo Station to Takasaki Station, then one hour 10 minutes by JR Joetsu Line to Minakami Station and 10-min shuttle bus ride from there (Advance booking required);36.785648323961;138.957426128423;https://selected-ryokan.com/ryokan/bettei-senjyuan_minakami-tanigawa-onsen_gunma_tokyo.html
